Sample in Buffer,Sample in Window,TRIGGER,i_core_v_mcu/i_soc_domain/fc_subsystem_i/lFC_CORE/instr_rdata_i[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX
21964,21964,0,00ef8782
21965,21965,0,47854e50
21966,21966,0,02f51963
21967,21967,0,27b7bfc5
21968,21968,0,87930034
21969,21969,0,953e0417
21970,21970,0,591c051e
21971,21971,0,c7998b85
21972,21972,0,00000000
21973,21973,0,03454783
21974,21974,0,00000000
21975,21975,0,00234505
21976,21976,0,00000000
21977,21977,0,00000000
21978,21978,0,00000000
21979,21979,0,00000000
21980,21980,0,80824501
21981,21981,0,ca09832a
21982,21982,0,00058383
21983,21983,0,47854e50
21984,21984,0,02f51963
21985,21985,0,00f14703
21986,21986,0,05300793
21987,21987,0,50b2f6e7
21988,21988,0,54925422
21989,21989,0,49f25902
21990,21990,0,80826145
21991,21991,0,00000000
21992,21992,0,49f000ef
21993,21993,0,00000000
21994,21994,0,16e34785
21995,21995,0,4783e46f
21996,21996,0,e399f689
21997,21997,0,d24ff0ef
21998,21998,0,078547b2
21999,21999,0,00000000
22000,22000,0,00000000
22001,22001,0,c6061141
22002,22002,0,c226c422
22003,22003,0,00efc04a
22004,22004,0,00000000
22005,22005,0,c55177a0
22006,22006,0,00000000
22007,22007,0,e7b74405
22008,22008,0,1a1077b7
22009,22009,0,751343e8
22010,22010,0,80820ff5
22011,22011,0,1a1077b7
22012,22012,0,8082c7a8
22013,22013,0,00000000
22014,22014,0,00000000
22015,22015,0,00000000
22016,22016,0,00000000
22017,22017,0,c55177a0
22018,22018,0,e7b74405
22019,22019,0,80a31c07
22020,22020,0,40b2b581
22021,22021,0,44924422
22022,22022,0,01414902
22023,22023,0,11018082
22024,22024,0,00000000
22025,22025,0,ce06ca26
22026,22026,0,00000000
22027,22027,0,078547b2
22028,22028,0,47b2c63e
22029,22029,0,fcf478e3
22030,22030,0,00000000
22031,22031,0,00000000
22032,22032,0,f819c783
22033,22033,0,00000000
22034,22034,0,0828e789
22035,22035,0,00000000
22036,22036,0,074a2783
22037,22037,0,01578863
22038,22038,0,1c0087b7
22039,22039,0,08078793
22040,22040,0,00000000
22041,22041,0,00000000
22042,22042,0,00000000
22043,22043,0,00000000
22044,22044,0,00000000
22045,22045,0,f6a4c783
22046,22046,0,f0efe399
22047,22047,0,4783e46f
22048,22048,0,e399f689
22049,22049,0,00000000
22050,22050,0,d4227179
22051,22051,0,1c07e437
22052,22052,0,f8044783
22053,22053,0,00000000
22054,22054,0,d226d606
22055,22055,0,ce4ed04a
22056,22056,0,000107a3
22057,22057,0,00000000
22058,22058,0,6c634719
22059,22059,0,00000000
22060,22060,0,173704f7
22061,22061,0,078a1a00
22062,22062,0,09470713
22063,22063,0,439c97ba
22064,22064,0,00000000
22065,22065,0,f8040413
22066,22066,0,00f10613
22067,22067,0,00000000
22068,22068,0,45014585
22069,22069,0,00000000
22070,22070,0,00ef8782
22071,22071,0,47854e50
22072,22072,0,00000000
22073,22073,0,00ef8782
22074,22074,0,47854e50
22075,22075,0,02f51963
22076,22076,0,27b7bfc5
22077,22077,0,87930034
22078,22078,0,953e0417
22079,22079,0,591c051e
22080,22080,0,c7998b85
22081,22081,0,00000000
22082,22082,0,03454783
22083,22083,0,00000000
22084,22084,0,00234505
22085,22085,0,00000000
22086,22086,0,00000000
22087,22087,0,00000000
22088,22088,0,00000000
22089,22089,0,80824501
22090,22090,0,ca09832a
22091,22091,0,00058383
22092,22092,0,47854e50
22093,22093,0,02f51963
22094,22094,0,00f14703
22095,22095,0,05300793
22096,22096,0,50b2f6e7
22097,22097,0,54925422
22098,22098,0,49f25902
22099,22099,0,80826145
22100,22100,0,00000000
22101,22101,0,49f000ef
22102,22102,0,00000000
22103,22103,0,16e34785
22104,22104,0,4783e46f
22105,22105,0,e399f689
22106,22106,0,d24ff0ef
22107,22107,0,078547b2
22108,22108,0,00000000
22109,22109,0,00000000
22110,22110,0,c6061141
22111,22111,0,c226c422
22112,22112,0,00efc04a
22113,22113,0,00000000
22114,22114,0,c55177a0
22115,22115,0,00000000
22116,22116,0,e7b74405
22117,22117,0,1a1077b7
22118,22118,0,751343e8
22119,22119,0,80820ff5
22120,22120,0,1a1077b7
22121,22121,0,8082c7a8
22122,22122,0,00000000
22123,22123,0,00000000
22124,22124,0,00000000
22125,22125,0,00000000
22126,22126,0,c55177a0
22127,22127,0,e7b74405
22128,22128,0,80a31c07
22129,22129,0,40b2b581
22130,22130,0,44924422
22131,22131,0,01414902
22132,22132,0,11018082
22133,22133,0,00000000
22134,22134,0,ce06ca26
22135,22135,0,00000000
22136,22136,0,078547b2
22137,22137,0,47b2c63e
22138,22138,0,fcf478e3
22139,22139,0,00000000
22140,22140,0,00000000
22141,22141,0,f819c783
22142,22142,0,00000000
22143,22143,0,0828e789
22144,22144,0,00000000
22145,22145,0,074a2783
22146,22146,0,01578863
22147,22147,0,1c0087b7
22148,22148,0,08078793
22149,22149,0,00000000
22150,22150,0,00000000
22151,22151,0,00000000
22152,22152,0,00000000
22153,22153,0,00000000
22154,22154,0,f6a4c783
22155,22155,0,f0efe399
22156,22156,0,4783e46f
22157,22157,0,e399f689
22158,22158,0,00000000
22159,22159,0,d4227179
22160,22160,0,1c07e437
22161,22161,0,f8044783
22162,22162,0,00000000
22163,22163,0,d226d606
22164,22164,0,ce4ed04a
22165,22165,0,000107a3
22166,22166,0,00000000
22167,22167,0,6c634719
22168,22168,0,00000000
22169,22169,0,173704f7
22170,22170,0,078a1a00
22171,22171,0,09470713
22172,22172,0,439c97ba
22173,22173,0,00000000
22174,22174,0,f8040413
22175,22175,0,00f10613
22176,22176,0,00000000
22177,22177,0,45014585
22178,22178,0,00000000
22179,22179,0,00ef8782
22180,22180,0,47854e50
22181,22181,0,00000000
22182,22182,0,00ef8782
22183,22183,0,47854e50
22184,22184,0,02f51963
22185,22185,0,27b7bfc5
22186,22186,0,87930034
22187,22187,0,953e0417
22188,22188,0,591c051e
22189,22189,0,c7998b85
22190,22190,0,00000000
22191,22191,0,03454783
22192,22192,0,00000000
22193,22193,0,00234505
22194,22194,0,00000000
22195,22195,0,00000000
22196,22196,0,00000000
22197,22197,0,00000000
22198,22198,0,80824501
22199,22199,0,ca09832a
22200,22200,0,00058383
22201,22201,0,47854e50
22202,22202,0,02f51963
22203,22203,0,00f14703
22204,22204,0,05300793
22205,22205,0,50b2f6e7
22206,22206,0,54925422
22207,22207,0,49f25902
22208,22208,0,80826145
22209,22209,0,00000000
22210,22210,0,49f000ef
22211,22211,0,00000000
22212,22212,0,16e34785
22213,22213,0,4783e46f
22214,22214,0,e399f689
22215,22215,0,d24ff0ef
22216,22216,0,078547b2
22217,22217,0,00000000
22218,22218,0,00000000
22219,22219,0,c6061141
22220,22220,0,c226c422
22221,22221,0,00efc04a
22222,22222,0,00000000
22223,22223,0,c55177a0
22224,22224,0,00000000
22225,22225,0,e7b74405
22226,22226,0,1a1077b7
22227,22227,0,751343e8
22228,22228,0,80820ff5
22229,22229,0,1a1077b7
22230,22230,0,8082c7a8
22231,22231,0,00000000
22232,22232,0,00000000
22233,22233,0,00000000
22234,22234,0,00000000
22235,22235,0,c55177a0
22236,22236,0,e7b74405
22237,22237,0,80a31c07
22238,22238,0,40b2b581
22239,22239,0,44924422
22240,22240,0,01414902
22241,22241,0,11018082
22242,22242,0,00000000
22243,22243,0,ce06ca26
22244,22244,0,00000000
22245,22245,0,078547b2
22246,22246,0,47b2c63e
22247,22247,0,fcf478e3
22248,22248,0,00000000
22249,22249,0,00000000
22250,22250,0,f819c783
22251,22251,0,00000000
22252,22252,0,0828e789
22253,22253,0,00000000
22254,22254,0,074a2783
22255,22255,0,01578863
22256,22256,0,1c0087b7
22257,22257,0,08078793
22258,22258,0,00000000
22259,22259,0,00000000
22260,22260,0,00000000
22261,22261,0,00000000
22262,22262,0,00000000
22263,22263,0,f6a4c783
22264,22264,0,f0efe399
22265,22265,0,4783e46f
22266,22266,0,e399f689
22267,22267,0,00000000
22268,22268,0,d4227179
22269,22269,0,1c07e437
22270,22270,0,f8044783
22271,22271,0,00000000
22272,22272,0,d226d606
22273,22273,0,ce4ed04a
22274,22274,0,000107a3
22275,22275,0,00000000
22276,22276,0,6c634719
22277,22277,0,00000000
22278,22278,0,173704f7
22279,22279,0,078a1a00
22280,22280,0,09470713
22281,22281,0,439c97ba
22282,22282,0,00000000
22283,22283,0,f8040413
22284,22284,0,00f10613
22285,22285,0,00000000
22286,22286,0,45014585
22287,22287,0,00000000
22288,22288,0,00ef8782
22289,22289,0,47854e50
22290,22290,0,00000000
22291,22291,0,00ef8782
22292,22292,0,47854e50
22293,22293,0,02f51963
22294,22294,0,27b7bfc5
22295,22295,0,87930034
22296,22296,0,953e0417
22297,22297,0,591c051e
22298,22298,0,c7998b85
22299,22299,0,00000000
22300,22300,0,03454783
22301,22301,0,00000000
22302,22302,0,00234505
22303,22303,0,00000000
22304,22304,0,00000000
22305,22305,0,00000000
22306,22306,0,00000000
22307,22307,0,80824501
22308,22308,0,ca09832a
22309,22309,0,00058383
22310,22310,0,47854e50
22311,22311,0,02f51963
22312,22312,0,00f14703
22313,22313,0,05300793
22314,22314,0,50b2f6e7
22315,22315,0,54925422
22316,22316,0,49f25902
22317,22317,0,80826145
22318,22318,0,00000000
22319,22319,0,49f000ef
22320,22320,0,00000000
22321,22321,0,16e34785
22322,22322,0,4783e46f
22323,22323,0,e399f689
22324,22324,0,d24ff0ef
22325,22325,0,078547b2
22326,22326,0,00000000
22327,22327,0,00000000
22328,22328,0,c6061141
22329,22329,0,c226c422
22330,22330,0,00efc04a
22331,22331,0,00000000
22332,22332,0,c55177a0
22333,22333,0,00000000
22334,22334,0,e7b74405
22335,22335,0,1a1077b7
22336,22336,0,751343e8
22337,22337,0,80820ff5
22338,22338,0,1a1077b7
22339,22339,0,8082c7a8
22340,22340,0,00000000
22341,22341,0,00000000
22342,22342,0,00000000
22343,22343,0,00000000
22344,22344,0,c55177a0
22345,22345,0,e7b74405
22346,22346,0,80a31c07
22347,22347,0,40b2b581
22348,22348,0,44924422
22349,22349,0,01414902
22350,22350,0,11018082
22351,22351,0,00000000
22352,22352,0,ce06ca26
22353,22353,0,00000000
22354,22354,0,078547b2
22355,22355,0,47b2c63e
22356,22356,0,fcf478e3
22357,22357,0,00000000
22358,22358,0,00000000
22359,22359,0,f819c783
22360,22360,0,00000000
22361,22361,0,0828e789
22362,22362,0,00000000
22363,22363,0,074a2783
22364,22364,0,01578863
22365,22365,0,1c0087b7
22366,22366,0,08078793
22367,22367,0,00000000
22368,22368,0,00000000
22369,22369,0,00000000
22370,22370,0,00000000
22371,22371,0,00000000
22372,22372,0,f6a4c783
22373,22373,0,f0efe399
22374,22374,0,4783e46f
22375,22375,0,e399f689
22376,22376,0,00000000
22377,22377,0,d4227179
22378,22378,0,1c07e437
22379,22379,0,f8044783
22380,22380,0,00000000
22381,22381,0,d226d606
22382,22382,0,ce4ed04a
22383,22383,0,000107a3
22384,22384,0,00000000
22385,22385,0,6c634719
22386,22386,0,00000000
22387,22387,0,173704f7
22388,22388,0,078a1a00
22389,22389,0,09470713
22390,22390,0,439c97ba
22391,22391,0,00000000
22392,22392,0,f8040413
22393,22393,0,00f10613
22394,22394,0,00000000
22395,22395,0,45014585
22396,22396,0,00000000
22397,22397,0,00ef8782
22398,22398,0,47854e50
22399,22399,0,00000000
22400,22400,0,00ef8782
22401,22401,0,47854e50
22402,22402,0,02f51963
22403,22403,0,27b7bfc5
22404,22404,0,87930034
22405,22405,0,953e0417
22406,22406,0,591c051e
22407,22407,0,c7998b85
22408,22408,0,00000000
22409,22409,0,03454783
22410,22410,0,00000000
22411,22411,0,00234505
22412,22412,0,00000000
22413,22413,0,00000000
22414,22414,0,00000000
22415,22415,0,00000000
22416,22416,0,80824501
22417,22417,0,ca09832a
22418,22418,0,00058383
22419,22419,0,47854e50
22420,22420,0,02f51963
22421,22421,0,00f14703
22422,22422,0,05300793
22423,22423,0,50b2f6e7
22424,22424,0,54925422
22425,22425,0,49f25902
22426,22426,0,80826145
22427,22427,0,00000000
22428,22428,0,49f000ef
22429,22429,0,00000000
22430,22430,0,16e34785
22431,22431,0,4783e46f
22432,22432,0,e399f689
22433,22433,0,d24ff0ef
22434,22434,0,078547b2
22435,22435,0,00000000
22436,22436,0,00000000
22437,22437,0,c6061141
22438,22438,0,c226c422
22439,22439,0,00efc04a
22440,22440,0,00000000
22441,22441,0,c55177a0
22442,22442,0,00000000
22443,22443,0,e7b74405
22444,22444,0,1a1077b7
22445,22445,0,751343e8
22446,22446,0,80820ff5
22447,22447,0,1a1077b7
22448,22448,0,8082c7a8
22449,22449,0,00000000
22450,22450,0,00000000
22451,22451,0,00000000
22452,22452,0,00000000
22453,22453,0,c55177a0
22454,22454,0,e7b74405
22455,22455,0,80a31c07
22456,22456,0,40b2b581
22457,22457,0,44924422
22458,22458,0,01414902
22459,22459,0,11018082
22460,22460,0,00000000
22461,22461,0,ce06ca26
22462,22462,0,00000000
22463,22463,0,078547b2
22464,22464,0,47b2c63e
22465,22465,0,fcf478e3
22466,22466,0,00000000
22467,22467,0,00000000
22468,22468,0,f819c783
22469,22469,0,00000000
22470,22470,0,0828e789
22471,22471,0,00000000
22472,22472,0,074a2783
22473,22473,0,01578863
22474,22474,0,1c0087b7
22475,22475,0,08078793
22476,22476,0,00000000
22477,22477,0,00000000
22478,22478,0,00000000
22479,22479,0,00000000
22480,22480,0,00000000
22481,22481,0,f6a4c783
22482,22482,0,f0efe399
22483,22483,0,4783e46f
22484,22484,0,e399f689
22485,22485,0,00000000
22486,22486,0,d4227179
22487,22487,0,1c07e437
22488,22488,0,f8044783
22489,22489,0,00000000
22490,22490,0,d226d606
22491,22491,0,ce4ed04a
22492,22492,0,000107a3
22493,22493,0,00000000
22494,22494,0,6c634719
22495,22495,0,00000000
22496,22496,0,173704f7
22497,22497,0,078a1a00
22498,22498,0,09470713
22499,22499,0,439c97ba
22500,22500,0,00000000
22501,22501,0,f8040413
22502,22502,0,00f10613
22503,22503,0,00000000
22504,22504,0,45014585
22505,22505,0,00000000
22506,22506,0,00ef8782
22507,22507,0,47854e50
22508,22508,0,00000000
22509,22509,0,00ef8782
22510,22510,0,47854e50
22511,22511,0,02f51963
22512,22512,0,27b7bfc5
22513,22513,0,87930034
22514,22514,0,953e0417
22515,22515,0,591c051e
22516,22516,0,c7998b85
22517,22517,0,00000000
22518,22518,0,03454783
22519,22519,0,00000000
22520,22520,0,00234505
22521,22521,0,00000000
22522,22522,0,00000000
22523,22523,0,00000000
22524,22524,0,00000000
22525,22525,0,80824501
22526,22526,0,ca09832a
22527,22527,0,00058383
22528,22528,0,47854e50
22529,22529,0,02f51963
22530,22530,0,00f14703
22531,22531,0,05300793
22532,22532,0,50b2f6e7
22533,22533,0,54925422
22534,22534,0,49f25902
22535,22535,0,80826145
22536,22536,0,00000000
22537,22537,0,49f000ef
22538,22538,0,00000000
22539,22539,0,16e34785
22540,22540,0,4783e46f
22541,22541,0,e399f689
22542,22542,0,d24ff0ef
22543,22543,0,078547b2
22544,22544,0,00000000
22545,22545,0,00000000
22546,22546,0,c6061141
22547,22547,0,c226c422
22548,22548,0,00efc04a
22549,22549,0,00000000
22550,22550,0,c55177a0
22551,22551,0,00000000
22552,22552,0,e7b74405
22553,22553,0,1a1077b7
22554,22554,0,751343e8
22555,22555,0,80820ff5
22556,22556,0,1a1077b7
22557,22557,0,8082c7a8
22558,22558,0,00000000
22559,22559,0,00000000
22560,22560,0,00000000
22561,22561,0,00000000
22562,22562,0,c55177a0
22563,22563,0,e7b74405
22564,22564,0,80a31c07
22565,22565,0,40b2b581
22566,22566,0,44924422
22567,22567,0,01414902
22568,22568,0,11018082
22569,22569,0,00000000
22570,22570,0,ce06ca26
22571,22571,0,00000000
22572,22572,0,078547b2
22573,22573,0,47b2c63e
22574,22574,0,fcf478e3
22575,22575,0,00000000
22576,22576,0,00000000
22577,22577,0,f819c783
22578,22578,0,00000000
22579,22579,0,0828e789
22580,22580,0,00000000
22581,22581,0,074a2783
22582,22582,0,01578863
22583,22583,0,1c0087b7
22584,22584,0,08078793
22585,22585,0,00000000
22586,22586,0,00000000
22587,22587,0,00000000
22588,22588,0,00000000
22589,22589,0,00000000
22590,22590,0,f6a4c783
22591,22591,0,f0efe399
22592,22592,0,4783e46f
22593,22593,0,e399f689
22594,22594,0,00000000
22595,22595,0,d4227179
22596,22596,0,1c07e437
22597,22597,0,f8044783
22598,22598,0,00000000
22599,22599,0,d226d606
22600,22600,0,ce4ed04a
22601,22601,0,000107a3
22602,22602,0,00000000
22603,22603,0,6c634719
22604,22604,0,00000000
22605,22605,0,173704f7
22606,22606,0,078a1a00
22607,22607,0,09470713
22608,22608,0,439c97ba
22609,22609,0,00000000
22610,22610,0,f8040413
22611,22611,0,00f10613
22612,22612,0,00000000
22613,22613,0,45014585
22614,22614,0,00000000
22615,22615,0,00ef8782
22616,22616,0,47854e50
22617,22617,0,00000000
22618,22618,0,00ef8782
22619,22619,0,47854e50
22620,22620,0,02f51963
22621,22621,0,27b7bfc5
22622,22622,0,87930034
22623,22623,0,953e0417
22624,22624,0,591c051e
22625,22625,0,c7998b85
22626,22626,0,00000000
22627,22627,0,03454783
22628,22628,0,00000000
22629,22629,0,00234505
22630,22630,0,00000000
22631,22631,0,00000000
22632,22632,0,00000000
22633,22633,0,00000000
22634,22634,0,80824501
22635,22635,0,ca09832a
22636,22636,0,00058383
22637,22637,0,47854e50
22638,22638,0,02f51963
22639,22639,0,00f14703
22640,22640,0,05300793
22641,22641,0,50b2f6e7
22642,22642,0,54925422
22643,22643,0,49f25902
22644,22644,0,80826145
22645,22645,0,00000000
22646,22646,0,49f000ef
22647,22647,0,00000000
22648,22648,0,16e34785
22649,22649,0,4783e46f
22650,22650,0,e399f689
22651,22651,0,d24ff0ef
22652,22652,0,078547b2
22653,22653,0,00000000
22654,22654,0,00000000
22655,22655,0,c6061141
22656,22656,0,c226c422
22657,22657,0,00efc04a
22658,22658,0,00000000
22659,22659,0,c55177a0
22660,22660,0,00000000
22661,22661,0,e7b74405
22662,22662,0,1a1077b7
22663,22663,0,751343e8
22664,22664,0,80820ff5
22665,22665,0,1a1077b7
22666,22666,0,8082c7a8
22667,22667,0,00000000
22668,22668,0,00000000
22669,22669,0,00000000
22670,22670,0,00000000
22671,22671,0,c55177a0
22672,22672,0,e7b74405
22673,22673,0,80a31c07
22674,22674,0,40b2b581
22675,22675,0,44924422
22676,22676,0,01414902
22677,22677,0,11018082
22678,22678,0,00000000
22679,22679,0,ce06ca26
22680,22680,0,00000000
22681,22681,0,078547b2
22682,22682,0,47b2c63e
22683,22683,0,fcf478e3
22684,22684,0,00000000
22685,22685,0,00000000
22686,22686,0,f819c783
22687,22687,0,00000000
22688,22688,0,0828e789
22689,22689,0,00000000
22690,22690,0,074a2783
22691,22691,0,01578863
22692,22692,0,1c0087b7
22693,22693,0,08078793
22694,22694,0,00000000
22695,22695,0,00000000
22696,22696,0,00000000
22697,22697,0,00000000
22698,22698,0,00000000
22699,22699,0,f6a4c783
22700,22700,0,f0efe399
22701,22701,0,4783e46f
22702,22702,0,e399f689
22703,22703,0,00000000
22704,22704,0,d4227179
22705,22705,0,1c07e437
22706,22706,0,f8044783
22707,22707,0,00000000
22708,22708,0,d226d606
22709,22709,0,ce4ed04a
22710,22710,0,000107a3
22711,22711,0,00000000
22712,22712,0,6c634719
22713,22713,0,00000000
22714,22714,0,173704f7
22715,22715,0,078a1a00
22716,22716,0,09470713
22717,22717,0,439c97ba
22718,22718,0,00000000
22719,22719,0,f8040413
22720,22720,0,00f10613
22721,22721,0,00000000
22722,22722,0,45014585
22723,22723,0,00000000
22724,22724,0,00ef8782
22725,22725,0,47854e50
22726,22726,0,00000000
22727,22727,0,00ef8782
22728,22728,0,47854e50
22729,22729,0,02f51963
22730,22730,0,27b7bfc5
22731,22731,0,87930034
22732,22732,0,953e0417
22733,22733,0,591c051e
22734,22734,0,c7998b85
22735,22735,0,00000000
22736,22736,0,03454783
22737,22737,0,00000000
22738,22738,0,00234505
22739,22739,0,00000000
22740,22740,0,00000000
22741,22741,0,00000000
22742,22742,0,00000000
22743,22743,0,80824501
22744,22744,0,ca09832a
22745,22745,0,00058383
22746,22746,0,47854e50
22747,22747,0,02f51963
22748,22748,0,00f14703
22749,22749,0,05300793
22750,22750,0,50b2f6e7
22751,22751,0,54925422
22752,22752,0,49f25902
22753,22753,0,80826145
22754,22754,0,00000000
22755,22755,0,49f000ef
22756,22756,0,00000000
22757,22757,0,16e34785
22758,22758,0,4783e46f
22759,22759,0,e399f689
22760,22760,0,d24ff0ef
22761,22761,0,078547b2
22762,22762,0,00000000
22763,22763,0,00000000
22764,22764,0,c6061141
22765,22765,0,c226c422
22766,22766,0,00efc04a
22767,22767,0,00000000
22768,22768,0,c55177a0
22769,22769,0,00000000
22770,22770,0,e7b74405
22771,22771,0,1a1077b7
22772,22772,0,751343e8
22773,22773,0,80820ff5
22774,22774,0,1a1077b7
22775,22775,0,8082c7a8
22776,22776,0,00000000
22777,22777,0,00000000
22778,22778,0,00000000
22779,22779,0,00000000
22780,22780,0,c55177a0
22781,22781,0,e7b74405
22782,22782,0,80a31c07
22783,22783,0,40b2b581
22784,22784,0,44924422
22785,22785,0,01414902
22786,22786,0,11018082
22787,22787,0,00000000
22788,22788,0,ce06ca26
22789,22789,0,00000000
22790,22790,0,078547b2
22791,22791,0,47b2c63e
22792,22792,0,fcf478e3
22793,22793,0,00000000
22794,22794,0,00000000
22795,22795,0,f819c783
22796,22796,0,00000000
22797,22797,0,0828e789
22798,22798,0,00000000
22799,22799,0,074a2783
22800,22800,0,01578863
22801,22801,0,1c0087b7
22802,22802,0,08078793
22803,22803,0,00000000
22804,22804,0,00000000
22805,22805,0,00000000
22806,22806,0,00000000
22807,22807,0,00000000
22808,22808,0,f6a4c783
22809,22809,0,f0efe399
22810,22810,0,4783e46f
22811,22811,0,e399f689
22812,22812,0,00000000
22813,22813,0,d4227179
22814,22814,0,1c07e437
22815,22815,0,f8044783
22816,22816,0,00000000
22817,22817,0,d226d606
22818,22818,0,ce4ed04a
22819,22819,0,000107a3
22820,22820,0,00000000
22821,22821,0,6c634719
22822,22822,0,00000000
22823,22823,0,173704f7
22824,22824,0,078a1a00
22825,22825,0,09470713
22826,22826,0,439c97ba
22827,22827,0,00000000
22828,22828,0,f8040413
22829,22829,0,00f10613
22830,22830,0,00000000
22831,22831,0,45014585
22832,22832,0,00000000
22833,22833,0,00ef8782
22834,22834,0,47854e50
22835,22835,0,00000000
22836,22836,0,00ef8782
22837,22837,0,47854e50
22838,22838,0,02f51963
22839,22839,0,27b7bfc5
22840,22840,0,87930034
22841,22841,0,953e0417
22842,22842,0,591c051e
22843,22843,0,c7998b85
22844,22844,0,00000000
22845,22845,0,03454783
22846,22846,0,00000000
22847,22847,0,00234505
22848,22848,0,00000000
22849,22849,0,00000000
22850,22850,0,00000000
